Entity,Code,Year,"Upper secondary school age, female","Upper secondary school age, male","Lower secondary school age, female","Lower secondary school age, male","Primary school age, female","Primary school age, male"
Middle income,,1984,,,,,59006896,27783636
Middle income,,1985,,,,,55453228,27508472
Middle income,,1986,,,,,51597252,27059736
Middle income,,1987,,,,,49621432,26776796
Middle income,,1988,,,,,47030460,26017622
Middle income,,1989,,,,,45454116,25158860
Middle income,,1990,,,,,45754136,25049152
Middle income,,1991,,,,,45504864,24997410
Middle income,,1992,,,,,45705960,24974398
Middle income,,1993,,,,,45006744,25586258
Middle income,,1994,,,,,44835672,26642442
Middle income,,1995,,,,,46804820,29174908
Middle income,,1996,,,,,47639096,31165416
Middle income,,1997,,,,,48024248,32161154
Middle income,,1998,77889600,69495464,42437956,36487900,46249084,30833800
Middle income,,1999,78729456,70320296,43819536,37654396,42676316,28745228
Middle income,,2000,79045904,71549824,42935832,37253256,39421572,26774964
Middle income,,2001,79425464,73332584,41573204,36988084,37312180,25781998
Middle income,,2002,79061376,74192160,39097344,35550752,34171928,23328918
Middle income,,2003,78298368,75322864,34426688,31961058,28100332,22780026
Middle income,,2004,77533744,76175456,33096670,31615576,25876060,22078260
Middle income,,2005,77103072,77356120,31986246,30534616,25851744,21734076
Middle income,,2006,75682944,76423600,30108428,29138784,24881690,21541118
Middle income,,2007,72566400,73604712,27556162,26601712,21720208,18091728
Middle income,,2008,69125720,70609960,26235952,26073344,21193200,19154352
Middle income,,2009,67258928,69410032,24969890,25438976,20697924,20236134
Middle income,,2010,63915300,66576928,22581064,24126512,19882084,19299746
Middle income,,2011,60543544,63701000,21616156,23801832,19456000,19727800
Middle income,,2012,57767472,61894304,20496056,22708056,19324708,18842612
Middle income,,2013,56091144,60375200,19727720,22975482,19824856,19267004
Middle income,,2014,55284172,60160076,19278192,22774914,20121180,19086504
Moldova,MDA,2000,41567,41044,5672,13020,9634,8873
Moldova,MDA,2001,35381,35510,5700,14281,6466,3993
Moldova,MDA,2002,31355,34639,6976,14047,4693,4415
Moldova,MDA,2003,30568,31783,4033,13945,3936,3245
Moldova,MDA,2004,26692,28716,4869,14859,3396,3321
Moldova,MDA,2005,21061,28020,9342,9610,6178,6291
Moldova,MDA,2006,19115,25139,8847,10499,7900,8672
Moldova,MDA,2007,19160,25799,13125,12600,8578,8404
Moldova,MDA,2008,11429,18232,13614,13817,7914,7475
Moldova,MDA,2009,18090,22567,14736,14415,7930,7552
Moldova,MDA,2010,17335,21553,14921,14232,7228,7708
Moldova,MDA,2011,17650,20486,14687,15012,7018,6917
Moldova,MDA,2012,16362,19056,14030,13512,6807,7138
Moldova,MDA,2013,15633,18042,14285,14158,6710,7182
Moldova,MDA,2014,16494,18406,13605,13713,7270,7601
Mongolia,MNG,1995,,,31398,52240,16426,17982
Mongolia,MNG,1996,,,29505,49080,13845,15021
Mongolia,MNG,1997,,,25810,42402,17340,20383
Mongolia,MNG,1998,23505,34182,23593,40601,12690,16243
Mongolia,MNG,1999,26550,37024,19658,36459,10843,13304
Mongolia,MNG,2000,23924,33941,18516,34401,7833,10439
Mongolia,MNG,2001,16957,29038,17601,31306,5549,8738
Mongolia,MNG,2002,15875,27713,15383,27296,6824,9403
Mongolia,MNG,2003,8246,20585,7095,16083,15098,16685
Mongolia,MNG,2004,10630,21190,5719,12589,7676,7882
Mongolia,MNG,2005,9946,20329,2442,9574,8791,10613
Mongolia,MNG,2006,9920,18860,5403,12684,2253,3970
Mongolia,MNG,2007,,,8581,14355,2541,2866
Mongolia,MNG,2008,,,9132,14507,2410,1839
Mongolia,MNG,2009,,,,,4198,3606
Mongolia,MNG,2010,,,,,3210,1928
Mongolia,MNG,2011,,,,,2787,1478
Mongolia,MNG,2012,,,,,3373,1944
Mongolia,MNG,2013,,,,,6149,4460
Mongolia,MNG,2014,4843,11289,,,5836,4475
Montenegro,MNE,2003,,,,,447,470
Montenegro,MNE,2005,,,,,352,347
Montenegro,MNE,2006,,,,,333,176
Montenegro,MNE,2007,,,,,800,753
Montenegro,MNE,2008,,,,,1004,949
Montenegro,MNE,2011,,,,,1574,1717
Montenegro,MNE,2012,,,,,1060,1260
Montenegro,MNE,2015,,,,,1314,1202
Morocco,MAR,1975,,,,,897782,657831
Morocco,MAR,1976,,,,,867438,623632
Morocco,MAR,1977,,,,,845204,561413
Morocco,MAR,1978,,,,,818680,512652
Morocco,MAR,1979,,,,,797850,478982
Morocco,MAR,1980,,,,,773073,440723
Morocco,MAR,1981,,,,,743121,403278
Morocco,MAR,1982,,,,,736973,407370
Morocco,MAR,1983,,,,,712274,378072
Morocco,MAR,1984,,,,,692867,340858
Morocco,MAR,1985,,,,,716743,370999
Morocco,MAR,1986,,,,,749006,409853
Morocco,MAR,1987,,,,,782690,455811
Morocco,MAR,1988,,,,,815210,501171
Morocco,MAR,1989,,,,,855579,557567
Morocco,MAR,1990,,,,,857248,563642
Morocco,MAR,1991,,,,,1040255,695440
Morocco,MAR,1992,,,,,1045517,708501
Morocco,MAR,1993,,,,,1019307,679088
Morocco,MAR,1994,,,,,971438,638721
Morocco,MAR,1995,,,,,913530,588901
Morocco,MAR,1996,,,,,857759,547040
Morocco,MAR,1997,,,,,813146,518767
Morocco,MAR,1998,,,,,786042,564105
Morocco,MAR,1999,,,539962,400306,665727,485458
Morocco,MAR,2000,,,502177,372066,554374,405001
Morocco,MAR,2001,,,,,457022,344822
Morocco,MAR,2002,,,,,361790,269537
Morocco,MAR,2003,,,390487,283030,325591,250183
Morocco,MAR,2004,,,,,320559,254772
Morocco,MAR,2005,559624,469981,355850,250940,295498,231489
Morocco,MAR,2006,542886,453853,358201,258379,262744,202139
Morocco,MAR,2007,527162,435016,340783,246086,227349,176606
Morocco,MAR,2008,519597,429030,325839,230190,198553,157251
Morocco,MAR,2009,,,,,176172,154935
Morocco,MAR,2010,494190,411363,271609,183857,97035,81561
Morocco,MAR,2011,472504,383341,231943,148030,49730,42731
Morocco,MAR,2012,441212,345572,178782,98249,38712,35020
Morocco,MAR,2013,,,,,20094,18617
Morocco,MAR,2014,,,,,20186,17183
Mozambique,MOZ,1973,,,,,518792,378162
Mozambique,MOZ,1979,,,,,425034,375587
Mozambique,MOZ,1981,,,,,457432,417751
Mozambique,MOZ,1982,,,,,475276,438419
Mozambique,MOZ,1983,,,,,395287,321035
Mozambique,MOZ,1985,,,,,395657,326845
Mozambique,MOZ,1986,,,,,413520,345928
Mozambique,MOZ,1987,,,,,549432,467829
Mozambique,MOZ,1989,,,,,606109,518106
Mozambique,MOZ,1991,,,,,630913,517507
Mozambique,MOZ,1992,,,255886,188481,656018,542841
Mozambique,MOZ,1993,,,264060,193864,682388,560358
Mozambique,MOZ,1994,,,272440,195426,685952,555283
Mozambique,MOZ,1995,,,268488,182680,672991,537328
Mozambique,MOZ,1998,,,,,945641,741264
Mozambique,MOZ,1999,353816,306559,431477,307038,910636,709553
Mozambique,MOZ,2000,353703,301615,418899,290874,871926,674712
Mozambique,MOZ,2001,352524,296912,406805,276121,824260,628208
Mozambique,MOZ,2002,321208,247195,337456,193015,906229,764107
Mozambique,MOZ,2004,345997,289996,406760,282704,724710,574878
Mozambique,MOZ,2005,345747,281612,385796,260244,644227,496797
Mozambique,MOZ,2006,356276,292999,389394,271696,582855,442571
Mozambique,MOZ,2007,361892,295390,375298,251571,493300,348404
Mozambique,MOZ,2008,363351,293812,367611,250674,428663,289756
Mozambique,MOZ,2009,370250,303588,370344,261198,400958,281183
Mozambique,MOZ,2010,377837,310378,379267,275635,375818,251849
Mozambique,MOZ,2011,393133,330108,408499,312318,426866,316421
Mozambique,MOZ,2012,416218,358647,436702,343973,428213,316330
Mozambique,MOZ,2013,438273,386944,451391,363614,408894,292447
Mozambique,MOZ,2014,455637,407895,480167,401342,395391,282182
Myanmar,MMR,1971,,,,,804102,650273
Myanmar,MMR,1973,,,,,726539,517339
Myanmar,MMR,1974,,,,,892712,763732
Myanmar,MMR,1978,,,,,855101,717679
Myanmar,MMR,2000,721090,751406,1171527,1164396,273100,225363
Myanmar,MMR,2001,735513,724271,1138154,1070403,242948,197081
Myanmar,MMR,2002,700591,679433,1095684,1026845,281512,263693
Myanmar,MMR,2003,670845,657407,1073815,1001655,236818,222267
Myanmar,MMR,2004,631237,612878,919042,860143,274962,261022
Myanmar,MMR,2005,627905,623005,879207,849422,276411,279491
Myanmar,MMR,2006,608477,610061,826504,799651,300358,275762
Myanmar,MMR,2007,600848,609414,803630,811536,143984,429767
Myanmar,MMR,2008,,,,,282993,268155
Myanmar,MMR,2009,571895,588392,801747,803159,332018,293707
Myanmar,MMR,2010,575311,604939,780911,818649,335948,313393
Namibia,NAM,1989,,,,,22211,31827
Namibia,NAM,1990,,,,,22736,31908
Namibia,NAM,1992,,,,,20401,27362
Namibia,NAM,1998,14216,15153,6135,9941,15920,24596
Namibia,NAM,1999,15677,15357,7075,11204,15403,25511
Namibia,NAM,2000,15504,14807,7694,11711,13638,23013
Namibia,NAM,2001,14867,14217,8767,12935,12715,22345
Namibia,NAM,2002,18193,15780,3359,7500,10310,20894
Namibia,NAM,2003,16944,15547,8857,12935,11022,21619
Namibia,NAM,2004,18458,17217,5968,9993,15879,26532
Namibia,NAM,2005,19199,17151,5088,9294,16447,27040
Namibia,NAM,2006,19025,17959,3773,8802,22469,31099
Namibia,NAM,2007,19208,16942,2239,8558,17613,27259
Namibia,NAM,2008,,,,,20027,28012
Namibia,NAM,2009,,,,,20685,28340
Namibia,NAM,2010,,,,,21347,28604
Namibia,NAM,2012,,,,,18617,24682
Namibia,NAM,2013,,,,,14935,20727
Nauru,NRU,2012,65,73,,,153,166
Nauru,NRU,2014,93,117,49,58,116,85
Nepal,NPL,1983,,,,,654578,176338
Nepal,NPL,1984,,,,,653075,177900
Nepal,NPL,1988,,,,,655176,132998
Nepal,NPL,1999,,,,,642636,394213
Nepal,NPL,2000,,,,,545926,315185
Nepal,NPL,2003,,,,,421933,244056
Nepal,NPL,2004,,,,,413048,240019
Nepal,NPL,2011,622646,611725,,,34009,12474
Nepal,NPL,2012,550428,604676,,,,
Nepal,NPL,2013,556977,634455,,,,
Nepal,NPL,2014,611588,715425,,,95591,78173
Nepal,NPL,2015,551682,667530,,,56883,35099
Netherlands,NLD,1971,,,13842,11210,42917,59736
Netherlands,NLD,1972,,,4828,10500,48093,64604
Netherlands,NLD,1973,,,6287,15801,52581,70878
Netherlands,NLD,1974,,,6403,16499,60266,78175
Netherlands,NLD,1975,,,9269,19498,64161,82501
Netherlands,NLD,1976,,,7540,17496,60957,80003
Netherlands,NLD,1977,,,9790,19512,59891,80569
Netherlands,NLD,1978,,,13276,22366,56508,77825
Netherlands,NLD,1979,,,19013,28621,50273,72926
Netherlands,NLD,1980,,,25499,35623,45747,68787
Netherlands,NLD,1981,,,27706,39253,44323,67842
Netherlands,NLD,1982,,,19631,31345,52369,76113
Netherlands,NLD,1983,,,10683,22594,59930,84067
Netherlands,NLD,1984,,,3610,15288,64056,87693
Netherlands,NLD,1985,,,7302,19741,64366,87006
Netherlands,NLD,1986,,,15525,28279,33702,51301
Netherlands,NLD,1987,,,22439,35444,21767,39678
Netherlands,NLD,1988,,,27663,41433,12112,30328
Netherlands,NLD,1989,,,24731,33967,8088,26819
Netherlands,NLD,1990,,,21096,30344,7895,27805
Netherlands,NLD,1991,,,12270,21804,11397,31214
Netherlands,NLD,1992,,,27387,37959,18810,34410
Netherlands,NLD,1993,,,22607,33362,20222,40911
Netherlands,NLD,1994,,,,,2873,601
Netherlands,NLD,1996,,,357,252,,
Netherlands,NLD,1997,,,4580,3376,,
Netherlands,NLD,1999,,,,,6091,85
Netherlands,NLD,2000,,,,,5778,67
Netherlands,NLD,2002,4182,1415,809,589,,
Netherlands,NLD,2003,11302,10810,,,8078,766
Netherlands,NLD,2004,10652,10036,,,12900,4237
Netherlands,NLD,2005,14391,18289,,,13485,5775
Netherlands,NLD,2006,7726,10053,,,11708,3509
Netherlands,NLD,2007,4866,6670,1353,2718,,
Netherlands,NLD,2008,4783,5788,4419,5931,,
Netherlands,NLD,2009,7611,9664,5696,6734,,
Netherlands,NLD,2010,8089,9867,4339,5789,,
Netherlands,NLD,2011,7491,9043,1221,1815,,
Netherlands,NLD,2012,9991,9818,,,,
New Zealand,NZL,1973,,,,,1788,1493
New Zealand,NZL,1974,,,,,1987,811
New Zealand,NZL,1977,,,2369,2255,,
New Zealand,NZL,1979,,,1726,1877,,
New Zealand,NZL,1980,,,867,488,,
New Zealand,NZL,1983,,,,,3255,613
New Zealand,NZL,1987,,,2593,1621,,
New Zealand,NZL,1988,,,2345,780,,
New Zealand,NZL,1989,,,3215,2149,,
New Zealand,NZL,1990,,,1068,314,,
New Zealand,NZL,1991,,,1279,785,1902,1508
New Zealand,NZL,1992,,,1793,1603,4213,3818
New Zealand,NZL,1994,,,,,4749,5098
New Zealand,NZL,1995,,,,,2474,3023
New Zealand,NZL,1996,,,,,2128,1897
New Zealand,NZL,1998,10033,12746,4635,4076,978,667
New Zealand,NZL,1999,,,,,1054,1108
New Zealand,NZL,2000,,,,,1649,2298
New Zealand,NZL,2001,,,,,5343,4700
New Zealand,NZL,2002,12652,17441,,,5963,5567
New Zealand,NZL,2003,,,,,3772,3266
New Zealand,NZL,2004,,,,,3598,2607
New Zealand,NZL,2005,,,,,2216,965
New Zealand,NZL,2006,,,,,1958,969
New Zealand,NZL,2007,,,,,892,742
New Zealand,NZL,2008,,,,,645,547
New Zealand,NZL,2009,6131,8771,1623,1133,662,1202
New Zealand,NZL,2010,6614,9793,934,147,601,1229
New Zealand,NZL,2011,4591,6483,,,947,2351
New Zealand,NZL,2012,4377,6247,372,238,2160,3400
New Zealand,NZL,2013,2775,5098,1343,1856,2577,3355
New Zealand,NZL,2014,2099,4823,1448,2069,2933,2566
Nicaragua,NIC,1971,,,56892,59678,92017,100580
Nicaragua,NIC,1973,,,,,93830,103351
Nicaragua,NIC,1980,,,46716,59309,92752,102230
Nicaragua,NIC,1982,,,,,103729,113070
Nicaragua,NIC,1983,,,46778,65237,105171,115867
Nicaragua,NIC,1984,,,58304,70002,114183,122914
Nicaragua,NIC,1985,,,59735,79065,99871,117400
Nicaragua,NIC,1986,,,63812,82629,106183,123603
Nicaragua,NIC,1987,,,64011,82792,103827,120762
Nicaragua,NIC,1988,,,,,104468,124298
Nicaragua,NIC,1989,,,67200,87641,113761,133035
Nicaragua,NIC,1990,,,,,109783,125316
Nicaragua,NIC,1991,,,,,103719,117100
Nicaragua,NIC,1992,,,,,91222,108355
Nicaragua,NIC,1993,,,,,90495,106869
Nicaragua,NIC,1994,,,,,88607,104530
Nicaragua,NIC,1995,,,,,95868,113317
Nicaragua,NIC,1999,,,,,62969,75780
Nicaragua,NIC,2000,39188,56142,54290,73278,49447,63065
Nicaragua,NIC,2001,58040,69829,62164,78339,33089,45118
Nicaragua,NIC,2002,54998,65603,53259,68131,6130,14272
Nicaragua,NIC,2004,54478,64076,43634,52995,,
Nicaragua,NIC,2005,50110,58933,36228,48266,,
Nicaragua,NIC,2006,47135,56007,11851,18262,2435,10234
Nicaragua,NIC,2007,,,,,3070,11474
Nicaragua,NIC,2010,38604,47425,18861,25748,1043,10869
Niger,NER,1973,,,,,360858,356242
Niger,NER,1974,,,216343,214457,368629,364948
Niger,NER,1986,,,,,458837,405212
Niger,NER,1989,,,,,505026,452296
Niger,NER,1990,,,323672,275142,516571,467511
Niger,NER,1991,,,334273,292404,523783,474725
Niger,NER,1992,,,,,546444,499833
Niger,NER,1997,,,392555,369163,617898,554060
Niger,NER,1998,,,,,637052,575693
Niger,NER,1999,297835,267839,413499,373363,649052,587251
Niger,NER,2000,,,,,667999,609493
Niger,NER,2001,313899,268152,441274,408215,666835,593696
Niger,NER,2002,323178,276789,453305,424443,668029,572194
Niger,NER,2003,331198,285118,469185,443510,665641,555582
Niger,NER,2004,338977,294456,480887,454167,667391,539681
Niger,NER,2005,348504,307401,479608,448198,693065,572757
Niger,NER,2006,,,,,707913,585072
Niger,NER,2007,372640,342711,504272,453109,724112,596522
Niger,NER,2008,384323,353030,531501,479399,710098,586644
Niger,NER,2009,403543,370834,557451,506123,694462,564599
Niger,NER,2010,417233,384666,569402,531554,671522,533782
Niger,NER,2011,435554,398526,600828,564168,633019,486816
Niger,NER,2012,,,,,629700,491695
Niger,NER,2013,,,,,657845,521174
Niger,NER,2014,486620,440379,627162,565414,680251,553081
Nigeria,NGA,1999,,,,,3990429,3089491
Nigeria,NGA,2000,,,,,3794358,2834247
Nigeria,NGA,2004,,,,,3869481,3035552
Nigeria,NGA,2005,,,,,3900796,3094242
Nigeria,NGA,2006,,,,,3883429,3192137
Nigeria,NGA,2007,,,,,4079958,2553385
Nigeria,NGA,2008,,,,,4879980,3575599
Nigeria,NGA,2009,,,,,4876912,3585288
Nigeria,NGA,2010,,,,,4976430,3758616
North America,,1985,,,,,741105,1054403
North America,,1986,,,78584,82937,608659,864354
North America,,1987,,,284935,410370,444284,696051
North America,,1988,,,68148,83138,356817,580471
North America,,1989,,,62168,84839,278371,449142
North America,,1990,,,56218,86670,187876,332370
North America,,1991,,,50271,88597,211510,267368
North America,,1992,,,44604,91168,330260,379033
North America,,1993,,,38999,94276,485339,492611
North America,,1994,,,11440,71600,503316,588735
North America,,1995,,,21464,103966,389289,426103
North America,,1996,,,1169,4447,427086,506591
North America,,1997,,,56560,107591,356088,438032
North America,,1998,,,134478,196052,287868,366254
North America,,1999,970720,959305,220462,283847,260893,343086
North America,,2000,1037860,1027185,129952,114220,269282,313179
North America,,2001,875517,1073044,62685,28727,239926,435523
North America,,2002,1105345,1156860,118267,200441,395630,620328
North America,,2003,794784,897621,85823,109328,474730,669860
North America,,2004,771769,842256,119656,197718,599258,821279
North America,,2005,490488,886438,71042,67204,500246,725497
North America,,2006,486604,891138,35360,9095,333369,602974
North America,,2007,480265,671306,76911,81644,260895,447667
North America,,2008,504149,624388,94356,107062,257354,396200
North America,,2009,449447,657214,57890,55390,350090,632063
North America,,2010,701155,753342,52096,199398,587529,708984
North America,,2011,607223,820416,38023,80344,651063,872851
North America,,2012,663384,801517,42514,100833,710809,743961
North America,,2013,649358,790438,30496,37091,891138,895539
North America,,2014,469937,622445,,,676854,806633
North Korea,PRK,2009,8000,11097,,,22579,24332
Norway,NOR,1978,,,,,1368,2606
Norway,NOR,1979,,,,,1793,3552
Norway,NOR,1981,,,,,2690,3474
Norway,NOR,1982,,,,,3084,3914
Norway,NOR,1984,,,,,4308,5153
Norway,NOR,1985,,,,,6069,6661
Norway,NOR,1986,,,,,5984,6175
Norway,NOR,1987,,,,,4424,5257
Norway,NOR,1988,,,,,3685,3646
Norway,NOR,1989,,,,,1961,2015
Norway,NOR,1990,,,,,216,409
Norway,NOR,1992,,,,,389,608
Norway,NOR,1993,,,,,1701,2378
Norway,NOR,1994,,,,,2310,2673
Norway,NOR,1995,,,,,2828,2867
Norway,NOR,1996,,,,,2627,2905
Norway,NOR,1997,,,,,1256,1728
Norway,NOR,1998,4754,5935,343,712,328,662
Norway,NOR,1999,4992,6271,1529,1751,658,250
Norway,NOR,2000,5870,7128,1549,2133,331,838
Norway,NOR,2001,6453,7800,1537,2104,310,660
Norway,NOR,2002,7887,9333,488,1192,298,817
Norway,NOR,2003,8161,9262,,,253,370
Norway,NOR,2004,8014,9347,,,1036,1438
Norway,NOR,2005,7221,8536,,,2694,3484
Norway,NOR,2006,5818,7395,,,2177,3751
Norway,NOR,2007,4033,5075,,,1613,1978
Norway,NOR,2008,4560,5278,776,1068,1172,1696
Norway,NOR,2009,5935,6461,741,1582,1504,2112
Norway,NOR,2010,7316,8420,,,1837,2413
Norway,NOR,2011,7884,9544,,,1354,1746
Norway,NOR,2012,8796,10414,,,205,1062
Norway,NOR,2013,8408,9383,838,1218,374,200
Norway,NOR,2014,8238,9277,293,596,279,197
OECD members,,1971,,,,,4432042,5014648
OECD members,,1972,,,,,4383849,4992574
OECD members,,1973,,,,,4148738,4677697
OECD members,,1974,,,,,4171036,4686168
OECD members,,1975,,,,,4052598,4563692
OECD members,,1976,,,,,3714258,4194367
OECD members,,1977,,,,,3552175,3985795
OECD members,,1978,,,,,3493161,3819436
OECD members,,1979,,,,,3201542,3526486
OECD members,,1980,,,,,2451840,2420878
OECD members,,1981,,,,,2476388,2409416
OECD members,,1982,,,,,2230803,2135461
OECD members,,1983,,,,,2351884,2345675
OECD members,,1984,,,,,2200825,2373173
OECD members,,1985,,,,,2225044,2379757
OECD members,,1986,,,2292490,1695458,1859937,1956588
OECD members,,1987,,,2381764,1870195,1595149,1672396
OECD members,,1988,,,2212037,1594685,1412910,1503238
OECD members,,1989,,,2647353,1992997,1476647,1521419
OECD members,,1990,,,2363093,1716994,1200468,1264062
OECD members,,1991,,,2304009,1715474,1272730,1252706
OECD members,,1992,,,2245937,1695628,1435880,1413034
OECD members,,1993,,,2118340,1591273,1696319,1549928
OECD members,,1994,,,2073933,1515885,1783454,1645833
OECD members,,1995,,,1977836,1475678,1686311,1513398
OECD members,,1996,,,1897610,1336201,1684393,1543466
OECD members,,1997,,,1986332,1489799,1490956,1380515
OECD members,,1998,5768031,5754129,1938037,1479585,1209152,1104815
OECD members,,1999,5518310,5492248,1852610,1466954,889568,831656
OECD members,,2000,5572230,5527811,1463294,1096347,777952,749989
OECD members,,2001,5164157,5417057,1131483,942622,740786,865222
OECD members,,2002,5152152,5263624,1080588,1060455,867769,1014126
OECD members,,2003,4642642,4890930,911595,843058,986389,1109083
OECD members,,2004,4421034,4713144,836287,818693,1187212,1363320
